remoteness, sa3_code, yr
"Major Cities of Australia","21302",2013
"Major Cities of Australia","21303",2013
"Major Cities of Australia","21304",2013
"Major Cities of Australia","21305",2013
"Major Cities of Australia","21401",2013
"Major Cities of Australia","21402",2013
"Outer Regional Australia","21501",2013
"Outer Regional Australia","21502",2013
"Outer Regional Australia","21503",2013
"Inner Regional Australia","21601",2013
"Inner Regional Australia","21602",2013
"Inner Regional Australia","21603",2013
"Outer Regional Australia","21701",2013
"Inner Regional Australia","21702",2013
"Major Cities of Australia","30101",2013
"Major Cities of Australia","30102",2013
"Major Cities of Australia","30103",2013
"Major Cities of Australia","30201",2013
"Major Cities of Australia","30202",2013
"Major Cities of Australia","30203",2013
"Major Cities of Australia","30204",2013
"Major Cities of Australia","30302",2013
"Major Cities of Australia","30303",2013
"Major Cities of Australia","30305",2013
"Inner Regional Australia","30904",2013
"Major Cities of Australia","30905",2013
"Major Cities of Australia","30906",2013
"Major Cities of Australia","30907",2013
"Outer Regional Australia","31802",2013
"Inner Regional Australia","31901",2013
"Outer Regional Australia","31902",2013
"Inner Regional Australia","31903",2013
"Inner Regional Australia","31904",2013
"Inner Regional Australia","31905",2013
"Inner Regional Australia","40501",2013
"Outer Regional Australia","40502",2013
"Outer Regional Australia","40503",2013
"Outer Regional Australia","40504",2013
"Remote Australia","40601",2013
"Outer Regional Australia","40602",2013
"Inner Regional Australia","40701",2013
"Major Cities of Australia","30301",2013
"Major Cities of Australia","30304",2013
"Major Cities of Australia","30402",2013
"Major Cities of Australia","30403",2013
"Major Cities of Australia","30404",2013
"Major Cities of Australia","30501",2013
"Major Cities of Australia","30306",2013
"Major Cities of Australia","30502",2013
"Major Cities of Australia","30503",2013
"Major Cities of Australia","30504",2013
"Outer Regional Australia","30601",2013
"Outer Regional Australia","30602",2013
"Major Cities of Australia","30401",2013
"Outer Regional Australia","30603",2013
"Outer Regional Australia","30604",2013
"Outer Regional Australia","30605",2013
"Outer Regional Australia","30701",2013
"Inner Regional Australia","30702",2013
"Inner Regional Australia","30703",2013
"Outer Regional Australia","30801",2013
"Inner Regional Australia","30802",2013
"Inner Regional Australia","30803",2013
"Major Cities of Australia","30901",2013
"Major Cities of Australia","30902",2013
"Major Cities of Australia","30903",2013
"Major Cities of Australia","30910",2013
"Major Cities of Australia","31001",2013
"Inner Regional Australia","31002",2013
"Major Cities of Australia","31003",2013
"Major Cities of Australia","31004",2013
"Inner Regional Australia","31101",2013
"Major Cities of Australia","30908",2013
"Inner Regional Australia","31303",2013
"Major Cities of Australia","31304",2013
"Major Cities of Australia","31305",2013
"Major Cities of Australia","31401",2013
"Major Cities of Australia","31402",2013
"Major Cities of Australia","30909",2013
"Major Cities of Australia","31403",2013
"Very Remote Australia","31501",2013
"Remote Australia","31502",2013
"Very Remote Australia","31503",2013
"Major Cities of Australia","31601",2013
"Major Cities of Australia","31602",2013
"Major Cities of Australia","31603",2013
"Inner Regional Australia","31604",2013
"Major Cities of Australia","31605",2013
"Inner Regional Australia","31606",2013
"Inner Regional Australia","31701",2013
"Outer Regional Australia","31801",2013
"Major Cities of Australia","31104",2013
"Major Cities of Australia","31105",2013
"Major Cities of Australia","31106",2013
"Major Cities of Australia","31102",2013
"Outer Regional Australia","31201",2013
"Inner Regional Australia","31202",2013
"Major Cities of Australia","31103",2013
"Outer Regional Australia","31203",2013
"Inner Regional Australia","31301",2013
"Major Cities of Australia","31302",2013
"Major Cities of Australia","40201",2013
"Major Cities of Australia","40101",2013
"Major Cities of Australia","40202",2013
"Major Cities of Australia","40203",2013
"Inner Regional Australia","40102",2013
"Major Cities of Australia","40107",2013
"Major Cities of Australia","40204",2013
"Major Cities of Australia","40205",2013
"Major Cities of Australia","40302",2013
"Major Cities of Australia","40303",2013
"Major Cities of Australia","40304",2013
"Major Cities of Australia","40401",2013
"Major Cities of Australia","40402",2013
"Major Cities of Australia","40403",2013
"Major Cities of Australia","40103",2013
"Major Cities of Australia","40104",2013
"Major Cities of Australia","40105",2013
"Major Cities of Australia","40106",2013
"Major Cities of Australia","40301",2013
"Outer Regional Australia","40702",2013
"Outer Regional Australia","40703",2013
"Inner Regional Australia","50101",2013
"Inner Regional Australia","50102",2013
"Outer Regional Australia","50103",2013
"Major Cities of Australia","50201",2013
"Major Cities of Australia","50301",2013
"Major Cities of Australia","50302",2013
"Major Cities of Australia","50401",2013
"Major Cities of Australia","50402",2013
"Major Cities of Australia","50403",2013
"Major Cities of Australia","50501",2013
"Major Cities of Australia","50502",2013
"Major Cities of Australia","50503",2013
"Major Cities of Australia","50602",2013
"Major Cities of Australia","50603",2013
"Major Cities of Australia","50702",2013
"Major Cities of Australia","50703",2013
"Major Cities of Australia","50704",2013
"Major Cities of Australia","50705",2013
"Remote Australia","50801",2013
"Remote Australia","50802",2013
"Outer Regional Australia","50803",2013
"Remote Australia","50804",2013
"Outer Regional Australia","50805",2013
"Remote Australia","50806",2013
"Outer Regional Australia","50901",2013
"Inner Regional Australia","50902",2013
"Outer Regional Australia","50903",2013
"Inner Regional Australia","60101",2013
"Inner Regional Australia","60102",2013
"Inner Regional Australia","60103",2013
"Inner Regional Australia","60104",2013
"Inner Regional Australia","60105",2013
"Inner Regional Australia","60106",2013
"Inner Regional Australia","60201",2013
"Outer Regional Australia","60202",2013
"Outer Regional Australia","60203",2013
"Outer Regional Australia","60301",2013
"Outer Regional Australia","60302",2013
"Outer Regional Australia","60303",2013
"Outer Regional Australia","60401",2013
"Inner Regional Australia","60402",2013
"Outer Regional Australia","60403",2013
"Outer Regional Australia","70101",2013
"Outer Regional Australia","70102",2013
"Outer Regional Australia","70103",2013
"Major Cities of Australia","50601",2013
"Major Cities of Australia","50605",2013
"Major Cities of Australia","50606",2013
"Major Cities of Australia","50607",2013
"Major Cities of Australia","50701",2013
"Major Cities of Australia","50604",2013
"Outer Regional Australia","70104",2013
"Very Remote Australia","70203",2013
"Very Remote Australia","70202",2013
"Very Remote Australia","70204",2013
"Remote Australia","70205",2013
"Inner Regional Australia","80102",2013
"Remote Australia","70201",2013
"Major Cities of Australia","80103",2013
"Major Cities of Australia","80101",2013
"Major Cities of Australia","80106",2013
"Major Cities of Australia","80107",2013
"Major Cities of Australia","80104",2013
"Major Cities of Australia","80105",2013
"Major Cities of Australia","80108",2013
"Major Cities of Australia","80109",2013
