remoteness, sa3_code, yr
"Major Cities of Australia","20601",2010
"Major Cities of Australia","20602",2010
"Major Cities of Australia","20603",2010
"Major Cities of Australia","20604",2010
"Major Cities of Australia","20605",2010
"Major Cities of Australia","20607",2010
"Major Cities of Australia","20701",2010
"Major Cities of Australia","20702",2010
"Major Cities of Australia","20703",2010
"Major Cities of Australia","20801",2010
"Major Cities of Australia","20901",2010
"Major Cities of Australia","20606",2010
"Major Cities of Australia","20902",2010
"Major Cities of Australia","20903",2010
"Major Cities of Australia","20904",2010
"Major Cities of Australia","21001",2010
"Major Cities of Australia","20802",2010
"Major Cities of Australia","20803",2010
"Major Cities of Australia","20804",2010
"Inner Regional Australia","21002",2010
"Major Cities of Australia","21003",2010
"Major Cities of Australia","21004",2010
"Major Cities of Australia","21005",2010
"Major Cities of Australia","21101",2010
"Major Cities of Australia","21102",2010
"Major Cities of Australia","21103",2010
"Major Cities of Australia","21104",2010
"Major Cities of Australia","21105",2010
"Major Cities of Australia","21201",2010
"Major Cities of Australia","21202",2010
"Major Cities of Australia","21203",2010
"Major Cities of Australia","21204",2010
"Major Cities of Australia","21205",2010
"Major Cities of Australia","21301",2010
"Major Cities of Australia","21302",2010
"Major Cities of Australia","21303",2010
"Major Cities of Australia","21304",2010
"Major Cities of Australia","21305",2010
"Major Cities of Australia","21401",2010
"Major Cities of Australia","21402",2010
"Outer Regional Australia","21501",2010
"Outer Regional Australia","21502",2010
"Outer Regional Australia","21503",2010
"Inner Regional Australia","21601",2010
"Inner Regional Australia","21602",2010
"Inner Regional Australia","21603",2010
"Outer Regional Australia","21701",2010
"Inner Regional Australia","21702",2010
"Major Cities of Australia","30101",2010
"Major Cities of Australia","30102",2010
"Major Cities of Australia","30103",2010
"Major Cities of Australia","30201",2010
"Major Cities of Australia","30202",2010
"Major Cities of Australia","30203",2010
"Major Cities of Australia","30204",2010
"Major Cities of Australia","30302",2010
"Major Cities of Australia","30303",2010
"Major Cities of Australia","30305",2010
"Inner Regional Australia","30904",2010
"Major Cities of Australia","30905",2010
"Major Cities of Australia","30906",2010
"Major Cities of Australia","30907",2010
"Outer Regional Australia","31802",2010
"Inner Regional Australia","31901",2010
"Outer Regional Australia","31902",2010
"Inner Regional Australia","31903",2010
"Inner Regional Australia","31904",2010
"Inner Regional Australia","31905",2010
"Inner Regional Australia","40501",2010
"Outer Regional Australia","40502",2010
"Outer Regional Australia","40503",2010
"Outer Regional Australia","40504",2010
"Remote Australia","40601",2010
"Outer Regional Australia","40602",2010
"Inner Regional Australia","40701",2010
"Major Cities of Australia","30301",2010
"Major Cities of Australia","30304",2010
"Major Cities of Australia","30402",2010
"Major Cities of Australia","30403",2010
"Major Cities of Australia","30404",2010
"Major Cities of Australia","30501",2010
"Major Cities of Australia","30502",2010
"Major Cities of Australia","30503",2010
"Major Cities of Australia","30504",2010
"Major Cities of Australia","30306",2010
"Outer Regional Australia","30601",2010
"Major Cities of Australia","30401",2010
"Outer Regional Australia","30602",2010
"Outer Regional Australia","30603",2010
"Outer Regional Australia","30604",2010
"Outer Regional Australia","30605",2010
"Outer Regional Australia","30701",2010
"Inner Regional Australia","30702",2010
"Inner Regional Australia","30703",2010
"Outer Regional Australia","30801",2010
"Inner Regional Australia","30802",2010
"Inner Regional Australia","30803",2010
"Major Cities of Australia","30901",2010
"Major Cities of Australia","30902",2010
"Major Cities of Australia","30903",2010
"Major Cities of Australia","30910",2010
"Major Cities of Australia","31001",2010
"Inner Regional Australia","31002",2010
"Major Cities of Australia","31003",2010
"Major Cities of Australia","31004",2010
"Inner Regional Australia","31101",2010
"Inner Regional Australia","31303",2010
"Major Cities of Australia","31304",2010
"Major Cities of Australia","31305",2010
"Major Cities of Australia","30908",2010
"Major Cities of Australia","31401",2010
"Major Cities of Australia","31402",2010
"Major Cities of Australia","30909",2010
"Major Cities of Australia","31403",2010
"Very Remote Australia","31501",2010
"Remote Australia","31502",2010
"Very Remote Australia","31503",2010
"Major Cities of Australia","31601",2010
"Major Cities of Australia","31602",2010
"Major Cities of Australia","31603",2010
"Inner Regional Australia","31604",2010
"Major Cities of Australia","31605",2010
"Inner Regional Australia","31606",2010
"Inner Regional Australia","31701",2010
"Outer Regional Australia","31801",2010
"Major Cities of Australia","31103",2010
"Major Cities of Australia","31104",2010
"Major Cities of Australia","31105",2010
"Major Cities of Australia","31106",2010
"Outer Regional Australia","31201",2010
"Major Cities of Australia","31102",2010
"Inner Regional Australia","31202",2010
"Outer Regional Australia","31203",2010
"Inner Regional Australia","31301",2010
"Major Cities of Australia","31302",2010
"Inner Regional Australia","40102",2010
"Major Cities of Australia","40201",2010
"Major Cities of Australia","40202",2010
"Major Cities of Australia","40101",2010
"Major Cities of Australia","40203",2010
"Major Cities of Australia","40204",2010
"Major Cities of Australia","40107",2010
"Major Cities of Australia","40205",2010
"Major Cities of Australia","40302",2010
"Major Cities of Australia","40303",2010
"Major Cities of Australia","40304",2010
"Major Cities of Australia","40401",2010
"Major Cities of Australia","40402",2010
"Major Cities of Australia","40403",2010
"Major Cities of Australia","40103",2010
"Major Cities of Australia","40104",2010
"Major Cities of Australia","40105",2010
"Major Cities of Australia","40106",2010
"Major Cities of Australia","40301",2010
"Outer Regional Australia","40702",2010
"Outer Regional Australia","40703",2010
"Inner Regional Australia","50101",2010
"Inner Regional Australia","50102",2010
"Outer Regional Australia","50103",2010
"Major Cities of Australia","50201",2010
"Major Cities of Australia","50301",2010
"Major Cities of Australia","50302",2010
"Major Cities of Australia","50401",2010
"Major Cities of Australia","50402",2010
"Major Cities of Australia","50403",2010
"Major Cities of Australia","50501",2010
"Major Cities of Australia","50502",2010
"Major Cities of Australia","50503",2010
"Major Cities of Australia","50602",2010
"Major Cities of Australia","50603",2010
"Major Cities of Australia","50702",2010
"Major Cities of Australia","50703",2010
"Major Cities of Australia","50704",2010
"Major Cities of Australia","50705",2010
"Remote Australia","50801",2010
"Remote Australia","50802",2010
"Outer Regional Australia","50803",2010
"Remote Australia","50804",2010
"Outer Regional Australia","50805",2010
"Remote Australia","50806",2010
"Outer Regional Australia","50901",2010
"Inner Regional Australia","50902",2010
"Outer Regional Australia","50903",2010
"Inner Regional Australia","60101",2010
"Inner Regional Australia","60102",2010
"Inner Regional Australia","60103",2010
"Inner Regional Australia","60104",2010
"Inner Regional Australia","60105",2010
"Inner Regional Australia","60106",2010
"Inner Regional Australia","60201",2010
"Outer Regional Australia","60202",2010
"Outer Regional Australia","60203",2010
"Outer Regional Australia","60301",2010
"Outer Regional Australia","60302",2010
"Outer Regional Australia","60303",2010
"Outer Regional Australia","60401",2010
"Inner Regional Australia","60402",2010
"Outer Regional Australia","60403",2010
"Outer Regional Australia","70101",2010
"Outer Regional Australia","70102",2010
"Outer Regional Australia","70103",2010
"Major Cities of Australia","50601",2010
"Major Cities of Australia","50605",2010
"Major Cities of Australia","50606",2010
"Major Cities of Australia","50607",2010
"Major Cities of Australia","50701",2010
"Major Cities of Australia","50604",2010
"Outer Regional Australia","70104",2010
"Very Remote Australia","70202",2010
"Very Remote Australia","70203",2010
"Very Remote Australia","70204",2010
"Remote Australia","70205",2010
"Inner Regional Australia","80102",2010
"Remote Australia","70201",2010
"Major Cities of Australia","80103",2010
"Major Cities of Australia","80106",2010
"Major Cities of Australia","80101",2010
"Major Cities of Australia","80107",2010
"Major Cities of Australia","80104",2010
"Major Cities of Australia","80105",2010
"Major Cities of Australia","80108",2010
"Major Cities of Australia","80109",2010
