remoteness, sa3_code, yr
"Inner Regional Australia","20401",2016
"Inner Regional Australia","20402",2016
"Inner Regional Australia","20403",2016
"Inner Regional Australia","20501",2016
"Outer Regional Australia","20502",2016
"Inner Regional Australia","20503",2016
"Inner Regional Australia","20504",2016
"Inner Regional Australia","20505",2016
"Major Cities of Australia","20601",2016
"Major Cities of Australia","20602",2016
"Major Cities of Australia","20603",2016
"Major Cities of Australia","20604",2016
"Major Cities of Australia","20605",2016
"Major Cities of Australia","20701",2016
"Major Cities of Australia","20702",2016
"Major Cities of Australia","20606",2016
"Major Cities of Australia","20703",2016
"Major Cities of Australia","20801",2016
"Major Cities of Australia","20901",2016
"Major Cities of Australia","20902",2016
"Major Cities of Australia","20607",2016
"Major Cities of Australia","20903",2016
"Major Cities of Australia","20904",2016
"Major Cities of Australia","21001",2016
"Major Cities of Australia","20802",2016
"Major Cities of Australia","20803",2016
"Major Cities of Australia","20804",2016
"Inner Regional Australia","21002",2016
"Major Cities of Australia","21003",2016
"Major Cities of Australia","21004",2016
"Major Cities of Australia","21005",2016
"Major Cities of Australia","21101",2016
"Major Cities of Australia","21102",2016
"Major Cities of Australia","21103",2016
"Major Cities of Australia","21104",2016
"Major Cities of Australia","21105",2016
"Major Cities of Australia","21201",2016
"Major Cities of Australia","21202",2016
"Major Cities of Australia","21203",2016
"Major Cities of Australia","21204",2016
"Major Cities of Australia","21205",2016
"Major Cities of Australia","21301",2016
"Major Cities of Australia","21302",2016
"Major Cities of Australia","21303",2016
"Major Cities of Australia","21304",2016
"Major Cities of Australia","21305",2016
"Major Cities of Australia","21401",2016
"Major Cities of Australia","21402",2016
"Outer Regional Australia","21501",2016
"Outer Regional Australia","21502",2016
"Outer Regional Australia","21503",2016
"Inner Regional Australia","21601",2016
"Inner Regional Australia","21602",2016
"Inner Regional Australia","21603",2016
"Outer Regional Australia","21701",2016
"Inner Regional Australia","21702",2016
"Major Cities of Australia","30101",2016
"Major Cities of Australia","30102",2016
"Major Cities of Australia","30103",2016
"Major Cities of Australia","30201",2016
"Major Cities of Australia","30202",2016
"Major Cities of Australia","30203",2016
"Major Cities of Australia","30204",2016
"Major Cities of Australia","30302",2016
"Major Cities of Australia","30303",2016
"Major Cities of Australia","30305",2016
"Inner Regional Australia","30904",2016
"Major Cities of Australia","30905",2016
"Major Cities of Australia","30906",2016
"Major Cities of Australia","30907",2016
"Outer Regional Australia","31802",2016
"Inner Regional Australia","31901",2016
"Outer Regional Australia","31902",2016
"Inner Regional Australia","31903",2016
"Inner Regional Australia","31904",2016
"Inner Regional Australia","31905",2016
"Inner Regional Australia","40501",2016
"Outer Regional Australia","40502",2016
"Outer Regional Australia","40503",2016
"Outer Regional Australia","40504",2016
"Remote Australia","40601",2016
"Outer Regional Australia","40602",2016
"Inner Regional Australia","40701",2016
"Major Cities of Australia","30301",2016
"Major Cities of Australia","30304",2016
"Major Cities of Australia","30306",2016
"Major Cities of Australia","30403",2016
"Major Cities of Australia","30404",2016
"Major Cities of Australia","30501",2016
"Major Cities of Australia","30502",2016
"Major Cities of Australia","30503",2016
"Major Cities of Australia","30504",2016
"Outer Regional Australia","30601",2016
"Outer Regional Australia","30602",2016
"Major Cities of Australia","30401",2016
"Major Cities of Australia","30402",2016
"Outer Regional Australia","30603",2016
"Outer Regional Australia","30604",2016
"Outer Regional Australia","30605",2016
"Outer Regional Australia","30701",2016
"Inner Regional Australia","30702",2016
"Inner Regional Australia","30703",2016
"Outer Regional Australia","30801",2016
"Inner Regional Australia","30802",2016
"Inner Regional Australia","30803",2016
"Major Cities of Australia","30901",2016
"Major Cities of Australia","30902",2016
"Major Cities of Australia","30903",2016
"Major Cities of Australia","31001",2016
"Major Cities of Australia","30908",2016
"Inner Regional Australia","31002",2016
"Major Cities of Australia","31003",2016
"Major Cities of Australia","31004",2016
"Inner Regional Australia","31101",2016
"Inner Regional Australia","31303",2016
"Major Cities of Australia","31304",2016
"Major Cities of Australia","31305",2016
"Major Cities of Australia","31401",2016
"Major Cities of Australia","31402",2016
"Major Cities of Australia","31403",2016
"Major Cities of Australia","30909",2016
"Major Cities of Australia","30910",2016
"Very Remote Australia","31501",2016
"Remote Australia","31502",2016
"Very Remote Australia","31503",2016
"Major Cities of Australia","31601",2016
"Major Cities of Australia","31602",2016
"Major Cities of Australia","31603",2016
"Inner Regional Australia","31604",2016
"Major Cities of Australia","31605",2016
"Inner Regional Australia","31606",2016
"Inner Regional Australia","31701",2016
"Outer Regional Australia","31801",2016
"Major Cities of Australia","31104",2016
"Major Cities of Australia","31105",2016
"Major Cities of Australia","31102",2016
"Major Cities of Australia","31106",2016
"Outer Regional Australia","31201",2016
"Inner Regional Australia","31202",2016
"Major Cities of Australia","31103",2016
"Outer Regional Australia","31203",2016
"Inner Regional Australia","31301",2016
"Major Cities of Australia","31302",2016
"Major Cities of Australia","40101",2016
"Major Cities of Australia","40202",2016
"Major Cities of Australia","40203",2016
"Inner Regional Australia","40102",2016
"Major Cities of Australia","40107",2016
"Major Cities of Australia","40204",2016
"Major Cities of Australia","40205",2016
"Major Cities of Australia","40201",2016
"Major Cities of Australia","40302",2016
"Major Cities of Australia","40303",2016
"Major Cities of Australia","40304",2016
"Major Cities of Australia","40401",2016
"Major Cities of Australia","40402",2016
"Major Cities of Australia","40403",2016
"Major Cities of Australia","40104",2016
"Major Cities of Australia","40103",2016
"Major Cities of Australia","40105",2016
"Major Cities of Australia","40106",2016
"Major Cities of Australia","40301",2016
"Outer Regional Australia","40702",2016
"Outer Regional Australia","40703",2016
"Inner Regional Australia","50101",2016
"Inner Regional Australia","50102",2016
"Outer Regional Australia","50103",2016
"Major Cities of Australia","50201",2016
"Major Cities of Australia","50301",2016
"Major Cities of Australia","50302",2016
"Major Cities of Australia","50401",2016
"Major Cities of Australia","50402",2016
"Major Cities of Australia","50403",2016
"Major Cities of Australia","50501",2016
"Major Cities of Australia","50502",2016
"Major Cities of Australia","50503",2016
"Major Cities of Australia","50602",2016
"Major Cities of Australia","50603",2016
"Major Cities of Australia","50702",2016
"Major Cities of Australia","50703",2016
"Major Cities of Australia","50704",2016
"Major Cities of Australia","50705",2016
"Remote Australia","50801",2016
"Remote Australia","50802",2016
"Outer Regional Australia","50803",2016
"Remote Australia","50804",2016
"Outer Regional Australia","50805",2016
"Remote Australia","50806",2016
"Outer Regional Australia","50901",2016
"Inner Regional Australia","50902",2016
"Outer Regional Australia","50903",2016
"Inner Regional Australia","60101",2016
"Inner Regional Australia","60102",2016
"Inner Regional Australia","60103",2016
"Inner Regional Australia","60104",2016
"Inner Regional Australia","60105",2016
"Inner Regional Australia","60106",2016
"Inner Regional Australia","60201",2016
"Outer Regional Australia","60202",2016
"Outer Regional Australia","60203",2016
"Outer Regional Australia","60301",2016
"Outer Regional Australia","60302",2016
"Outer Regional Australia","60303",2016
"Outer Regional Australia","60401",2016
"Inner Regional Australia","60402",2016
"Outer Regional Australia","60403",2016
"Outer Regional Australia","70101",2016
"Outer Regional Australia","70102",2016
"Outer Regional Australia","70103",2016
"Major Cities of Australia","50601",2016
"Major Cities of Australia","50606",2016
"Major Cities of Australia","50607",2016
"Major Cities of Australia","50701",2016
"Major Cities of Australia","50604",2016
"Very Remote Australia","70203",2016
"Major Cities of Australia","50605",2016
"Outer Regional Australia","70104",2016
"Very Remote Australia","70202",2016
"Very Remote Australia","70204",2016
"Remote Australia","70205",2016
"Major Cities of Australia","80103",2016
"Remote Australia","70201",2016
"Major Cities of Australia","80101",2016
"Major Cities of Australia","80107",2016
"Inner Regional Australia","80102",2016
"Major Cities of Australia","80104",2016
"Major Cities of Australia","80105",2016
"Major Cities of Australia","80106",2016
"Major Cities of Australia","80108",2016
"Major Cities of Australia","80109",2016
