remoteness, sa3_code, yr
"Outer Regional Australia","30701",2014
"Inner Regional Australia","30702",2014
"Inner Regional Australia","30703",2014
"Outer Regional Australia","30801",2014
"Inner Regional Australia","30802",2014
"Inner Regional Australia","30803",2014
"Major Cities of Australia","30901",2014
"Major Cities of Australia","30902",2014
"Major Cities of Australia","30903",2014
"Major Cities of Australia","31001",2014
"Inner Regional Australia","31002",2014
"Major Cities of Australia","31003",2014
"Major Cities of Australia","30908",2014
"Major Cities of Australia","31004",2014
"Inner Regional Australia","31101",2014
"Inner Regional Australia","31303",2014
"Major Cities of Australia","31304",2014
"Major Cities of Australia","31305",2014
"Major Cities of Australia","31401",2014
"Major Cities of Australia","31402",2014
"Major Cities of Australia","30909",2014
"Major Cities of Australia","30910",2014
"Major Cities of Australia","31403",2014
"Very Remote Australia","31501",2014
"Remote Australia","31502",2014
"Very Remote Australia","31503",2014
"Major Cities of Australia","31601",2014
"Major Cities of Australia","31602",2014
"Major Cities of Australia","31603",2014
"Inner Regional Australia","31604",2014
"Major Cities of Australia","31605",2014
"Inner Regional Australia","31606",2014
"Inner Regional Australia","31701",2014
"Outer Regional Australia","31801",2014
"Major Cities of Australia","31104",2014
"Major Cities of Australia","31105",2014
"Major Cities of Australia","31106",2014
"Major Cities of Australia","31102",2014
"Outer Regional Australia","31201",2014
"Inner Regional Australia","31202",2014
"Major Cities of Australia","31103",2014
"Outer Regional Australia","31203",2014
"Inner Regional Australia","31301",2014
"Major Cities of Australia","31302",2014
"Major Cities of Australia","40205",2014
"Major Cities of Australia","40101",2014
"Major Cities of Australia","40202",2014
"Major Cities of Australia","40203",2014
"Inner Regional Australia","40102",2014
"Major Cities of Australia","40107",2014
"Major Cities of Australia","40204",2014
"Major Cities of Australia","40201",2014
"Major Cities of Australia","40302",2014
"Major Cities of Australia","40303",2014
"Major Cities of Australia","40304",2014
"Major Cities of Australia","40401",2014
"Major Cities of Australia","40402",2014
"Major Cities of Australia","40403",2014
"Major Cities of Australia","40103",2014
"Major Cities of Australia","40104",2014
"Major Cities of Australia","40105",2014
"Major Cities of Australia","40106",2014
"Major Cities of Australia","40301",2014
"Outer Regional Australia","40702",2014
"Outer Regional Australia","40703",2014
"Inner Regional Australia","50101",2014
"Inner Regional Australia","50102",2014
"Outer Regional Australia","50103",2014
"Major Cities of Australia","50201",2014
"Major Cities of Australia","50301",2014
"Major Cities of Australia","50302",2014
"Major Cities of Australia","50401",2014
"Major Cities of Australia","50402",2014
"Major Cities of Australia","50403",2014
"Major Cities of Australia","50501",2014
"Major Cities of Australia","50502",2014
"Major Cities of Australia","50503",2014
"Major Cities of Australia","50602",2014
"Major Cities of Australia","50603",2014
"Major Cities of Australia","50702",2014
"Major Cities of Australia","50703",2014
"Major Cities of Australia","50704",2014
"Major Cities of Australia","50705",2014
"Remote Australia","50801",2014
"Remote Australia","50802",2014
"Outer Regional Australia","50803",2014
"Remote Australia","50804",2014
"Outer Regional Australia","50805",2014
"Remote Australia","50806",2014
"Outer Regional Australia","50901",2014
"Inner Regional Australia","50902",2014
"Outer Regional Australia","50903",2014
"Inner Regional Australia","60101",2014
"Inner Regional Australia","60102",2014
"Inner Regional Australia","60103",2014
"Inner Regional Australia","60104",2014
"Inner Regional Australia","60105",2014
"Inner Regional Australia","60106",2014
"Inner Regional Australia","60201",2014
"Outer Regional Australia","60202",2014
"Outer Regional Australia","60203",2014
"Outer Regional Australia","60301",2014
"Outer Regional Australia","60302",2014
"Outer Regional Australia","60303",2014
"Outer Regional Australia","60401",2014
"Inner Regional Australia","60402",2014
"Outer Regional Australia","60403",2014
"Outer Regional Australia","70101",2014
"Outer Regional Australia","70102",2014
"Outer Regional Australia","70103",2014
"Major Cities of Australia","50601",2014
"Major Cities of Australia","50605",2014
"Major Cities of Australia","50606",2014
"Major Cities of Australia","50607",2014
"Major Cities of Australia","50701",2014
"Major Cities of Australia","50604",2014
"Outer Regional Australia","70104",2014
"Very Remote Australia","70203",2014
"Very Remote Australia","70202",2014
"Very Remote Australia","70204",2014
"Remote Australia","70205",2014
"Inner Regional Australia","80102",2014
"Major Cities of Australia","80103",2014
"Remote Australia","70201",2014
"Major Cities of Australia","80101",2014
"Major Cities of Australia","80106",2014
"Major Cities of Australia","80107",2014
"Major Cities of Australia","80104",2014
"Major Cities of Australia","80105",2014
"Major Cities of Australia","80108",2014
"Major Cities of Australia","80109",2014
